i,target_i,voltage,wind_velocity,rpm,tsr,efficiency
0.017,0.017,12.890,15.2920,1893.16,1.2057,0.537885619457218
0.017,0.017,13.090,15.2920,1895.00,1.2069,0.546231400984871
0.017,0.018,12.880,15.3512,1894.84,1.2021,0.531274238668404
0.018,0.018,12.870,15.4320,1895.63,1.1963,0.553305988732602
0.018,0.018,12.920,15.4880,1897.87,1.1934,0.549452256908616
0.018,0.018,12.890,15.4880,1896.19,1.1923,0.548176438974617
0.018,0.018,12.840,15.4324,1897.15,1.1972,0.551973308351405
0.018,0.018,12.950,15.3788,1897.63,1.2017,0.562543212852401
0.018,0.018,12.920,15.3484,1899.07,1.2050,0.564581514749479
0.018,0.019,12.850,15.2620,1899.64,1.2122,0.571113265538411
0.019,0.019,12.920,15.2620,1899.88,1.2123,0.606125743296018
0.019,0.019,12.900,15.2892,1899.15,1.2097,0.601963264468199
0.019,0.019,12.830,15.2892,1898.35,1.2092,0.598696797141628
0.019,0.019,12.830,15.3180,1897.31,1.2063,0.595326239013171
0.019,0.019,12.820,15.2624,1896.03,1.2099,0.601387081280392
0.019,0.019,12.920,15.3468,1896.67,1.2036,0.596133567558992
0.019,0.020,12.800,15.3752,1896.43,1.2012,0.587330037148127
0.020,0.020,12.870,15.3480,1894.68,1.2023,0.624933971666685
0.020,0.020,12.720,15.3480,1893.00,1.2012,0.617650358943297
0.020,0.020,12.770,15.3192,1891.49,1.2025,0.623582038299851
0.020,0.020,12.800,15.2656,1891.57,1.2068,0.631654060872908
0.020,0.020,12.820,15.2096,1890.22,1.2103,0.639654715379745
0.020,0.020,12.740,15.1824,1887.92,1.2110,0.639085697833183
0.020,0.020,12.860,15.1552,1887.05,1.2126,0.648585015659664
0.020,0.021,12.810,15.1248,1886.34,1.2146,0.649966789306667
0.021,0.021,12.600,15.0960,1884.52,1.2158,0.675126478109073
0.021,0.021,12.610,15.0096,1884.44,1.2227,0.687397563123337
0.021,0.021,12.680,15.0368,1884.28,1.2204,0.687469192596353
0.021,0.021,12.540,14.9272,1881.53,1.2276,0.694964689250188
0.021,0.021,12.690,14.8408,1880.82,1.2342,0.715632313435302
0.021,0.021,12.560,14.8408,1879.72,1.2335,0.708301170744476
0.021,0.022,12.640,14.8408,1877.84,1.2323,0.7128126431696
0.022,0.022,12.650,14.7848,1878.78,1.2376,0.755871215180511
0.022,0.022,12.690,14.7848,1877.29,1.2366,0.758261321789777
0.022,0.023,12.710,14.8712,1876.04,1.2286,0.74629606357959
0.023,0.023,12.580,14.8712,1875.57,1.2283,0.772238405822612
0.022,0.023,12.620,14.8712,1874.63,1.2277,0.741011512381938
0.023,0.023,12.440,14.9000,1873.15,1.2243,0.759224779101503
0.024,0.023,12.660,14.9808,1872.52,1.2173,0.793269747258619
0.023,0.023,12.510,14.9808,1873.46,1.2179,0.751209532578734
0.023,0.023,12.480,14.8316,1875.41,1.2315,0.772252586003481
0.024,0.024,12.510,14.7168,1876.19,1.2416,0.826816910500909
0.023,0.024,12.540,14.6880,1875.80,1.2438,0.798947686826144
0.025,0.024,12.630,14.7152,1876.04,1.2416,0.869812840415078
0.024,0.024,12.490,14.7712,1874.55,1.2359,0.816408104712141
0.024,0.024,12.470,14.7152,1874.32,1.2405,0.824442080378225
0.024,0.024,12.640,14.7712,1876.58,1.2373,0.826212845761526
0.024,0.024,12.590,14.7984,1876.66,1.2350,0.818415127549785
0.024,0.024,12.510,14.7696,1875.57,1.2367,0.817981183171094
0.024,0.025,12.460,14.9096,1875.96,1.2254,0.791976454470528
0.024,0.025,12.570,14.9656,1876.35,1.2210,0.790032727332973
0.024,0.025,12.660,15.0248,1876.43,1.2163,0.78632088544884
0.024,0.025,12.700,14.9976,1877.91,1.2195,0.793104887600888
0.024,0.025,12.610,15.0264,1880.50,1.2188,0.782965190783878
0.025,0.025,12.610,15.0856,1879.88,1.2136,0.806024594547202
0.026,0.025,12.640,15.1448,1879.17,1.2084,0.830444775546549
0.026,0.026,12.440,15.1160,1879.56,1.2110,0.821985281916752
0.026,0.026,12.570,15.1720,1880.35,1.2070,0.821412081597811
0.026,0.026,12.530,15.1720,1880.35,1.2070,0.818798200669895
0.026,0.026,12.600,15.1160,1880.74,1.2117,0.832557439883527
0.026,0.026,12.500,15.0224,1882.63,1.2205,0.841484960801595
0.026,0.026,12.590,14.9952,1881.05,1.2217,0.852164136899709
0.026,0.026,12.510,14.9952,1880.98,1.2216,0.846749273440457
0.026,0.027,12.560,14.8552,1880.74,1.2330,0.874396560205294
