"i","target_i","voltage","wind_velocity","rpm","tsr","efficiency"
"0.077","0.079","2.250","15.1852","682.54","0.4377","0.4342"
"0.077","0.079","2.250","15.1852","682.54","0.4377","0.4342"
"0.078","0.079","2.620","15.1412","683.06","0.4393","0.5169"
"0.078","0.079","2.620","15.1412","683.06","0.4393","0.5169"
"0.078","0.079","2.270","15.1504","683.08","0.4391","0.4470"
"0.078","0.079","2.270","15.1504","683.08","0.4391","0.4470"
"0.081","0.081","2.230","15.1496","682.18","0.4385","0.4559"
"0.081","0.081","2.230","15.1496","682.18","0.4385","0.4559"
"0.081","0.081","2.540","15.1564","682.06","0.4383","0.5186"
"0.081","0.081","2.540","15.1564","682.06","0.4383","0.5186"
"0.081","0.082","2.500","15.1540","680.63","0.4374","0.5108"
"0.081","0.082","2.500","15.1540","680.63","0.4374","0.5108"
"0.080","0.082","2.510","15.1484","679.08","0.4366","0.5070"
"0.080","0.082","2.510","15.1484","679.08","0.4366","0.5070"
"0.083","0.082","2.240","15.1364","678.80","0.4367","0.4705"
"0.083","0.082","2.240","15.1364","678.80","0.4367","0.4705"
"0.083","0.083","2.150","15.1276","677.87","0.4364","0.4523"
"0.083","0.083","2.150","15.1276","677.87","0.4364","0.4523"
"0.084","0.084","2.470","15.1460","677.88","0.4359","0.5242"
"0.084","0.084","2.470","15.1460","677.88","0.4359","0.5242"
"0.087","0.085","2.130","15.1336","678.07","0.4364","0.4693"
"0.087","0.085","2.130","15.1336","678.07","0.4364","0.4693"
"0.087","0.085","2.190","15.0992","679.78","0.4385","0.4858"
"0.087","0.085","2.190","15.0992","679.78","0.4385","0.4858"
"0.087","0.086","2.330","15.1008","683.12","0.4406","0.5167"
"0.087","0.086","2.330","15.1008","683.12","0.4406","0.5167"
"0.087","0.086","2.310","15.1392","679.21","0.4369","0.5085"
"0.087","0.086","2.310","15.1392","679.21","0.4369","0.5085"
"0.087","0.087","2.270","15.1672","675.74","0.4339","0.4969"
"0.087","0.087","2.270","15.1672","675.74","0.4339","0.4969"
"0.087","0.087","2.300","15.1668","673.10","0.4322","0.5034"
"0.087","0.087","2.300","15.1668","673.10","0.4322","0.5034"
"0.086","0.088","1.980","15.1960","671.09","0.4301","0.4260"
"0.086","0.088","1.980","15.1960","671.09","0.4301","0.4260"
"0.090","0.089","2.040","15.2048","666.17","0.4267","0.4585"
"0.090","0.089","2.040","15.2048","666.17","0.4267","0.4585"
"0.090","0.090","2.170","15.2232","665.48","0.4257","0.4859"
"0.090","0.090","2.170","15.2232","665.48","0.4257","0.4859"
"0.090","0.090","2.020","15.2264","662.94","0.4240","0.4520"
"0.090","0.090","2.020","15.2264","662.94","0.4240","0.4520"
"0.089","0.090","1.840","15.1968","661.29","0.4238","0.4097"
"0.089","0.090","1.840","15.1968","661.29","0.4238","0.4097"
"0.090","0.091","2.150","15.1988","661.72","0.4240","0.4838"
"0.090","0.091","2.150","15.1988","661.72","0.4240","0.4838"
"0.093","0.092","2.060","15.2408","661.90","0.4230","0.4751"
"0.093","0.092","2.060","15.2408","661.90","0.4230","0.4751"
"0.093","0.093","1.960","15.2192","660.80","0.4229","0.4539"
"0.093","0.093","1.960","15.2192","660.80","0.4229","0.4539"
"0.093","0.093","2.080","15.2188","659.49","0.4220","0.4816"
"0.093","0.093","2.080","15.2188","659.49","0.4220","0.4816"
"0.093","0.093","1.810","15.1904","657.92","0.4218","0.4215"
"0.093","0.093","1.810","15.1904","657.92","0.4218","0.4215"
"0.096","0.094","1.980","15.2044","653.42","0.4185","0.4747"
"0.096","0.094","1.980","15.2044","653.42","0.4185","0.4747"
"0.093","0.094","2.070","15.2180","652.37","0.4175","0.4794"
"0.093","0.094","2.070","15.2180","652.37","0.4175","0.4794"
"0.095","0.096","1.660","15.1952","649.58","0.4163","0.3945"
"0.095","0.096","1.660","15.1952","649.58","0.4163","0.3945"
"0.095","0.096","1.790","15.1732","647.67","0.4157","0.4274"
"0.095","0.096","1.790","15.1732","647.67","0.4157","0.4274"
"0.097","0.097","1.590","15.1680","643.54","0.4132","0.3879"
"0.097","0.097","1.590","15.1680","643.54","0.4132","0.3879"
"0.097","0.097","1.700","15.2108","639.28","0.4093","0.4113"
"0.097","0.097","1.700","15.2108","639.28","0.4093","0.4113"
"0.097","0.097","1.560","15.1924","635.40","0.4073","0.3787"
"0.097","0.097","1.560","15.1924","635.40","0.4073","0.3787"
"0.097","0.098","1.670","15.1840","633.99","0.4066","0.4062"
"0.097","0.098","1.670","15.1840","633.99","0.4066","0.4062"
"0.100","0.099","1.590","15.1856","632.61","0.4057","0.3985"
"0.100","0.099","1.590","15.1856","632.61","0.4057","0.3985"
"0.100","0.100","1.490","15.1604","631.52","0.4057","0.3753"
"0.100","0.100","1.490","15.1604","631.52","0.4057","0.3753"
"0.099","0.100","1.670","15.1880","627.45","0.4023","0.4141"
"0.099","0.100","1.670","15.1880","627.45","0.4023","0.4141"
"0.099","0.101","1.520","15.1660","625.21","0.4015","0.3787"
"0.099","0.101","1.520","15.1660","625.21","0.4015","0.3787"
"0.103","0.101","1.610","15.1764","621.78","0.3990","0.4164"
"0.103","0.101","1.610","15.1764","621.78","0.3990","0.4164"
"0.102","0.102","1.430","15.1052","617.86","0.3984","0.3716"
"0.102","0.102","1.430","15.1052","617.86","0.3984","0.3716"
"0.102","0.103","1.290","15.1000","615.20","0.3968","0.3355"
"0.102","0.103","1.290","15.1000","615.20","0.3968","0.3355"
"0.102","0.103","1.440","15.0664","606.61","0.3921","0.3770"
"0.102","0.103","1.440","15.0664","606.61","0.3921","0.3770"
"0.104","0.104","1.200","15.0548","601.11","0.3889","0.3210"
"0.104","0.104","1.200","15.0548","601.11","0.3889","0.3210"
"0.104","0.104","1.130","15.0800","590.62","0.3814","0.3008"
"0.104","0.104","1.130","15.0800","590.62","0.3814","0.3008"
"0.103","0.105","1.100","15.1184","586.36","0.3777","0.2878"
"0.103","0.105","1.100","15.1184","586.36","0.3777","0.2878"
"0.106","0.105","1.220","15.1108","581.80","0.3750","0.3289"
"0.106","0.105","1.220","15.1108","581.80","0.3750","0.3289"
"0.105","0.106","1.180","15.1164","580.02","0.3737","0.3149"
"0.105","0.106","1.180","15.1164","580.02","0.3737","0.3149"
"0.105","0.107","1.020","15.0928","575.82","0.3716","0.2734"
"0.105","0.107","1.020","15.0928","575.82","0.3716","0.2734"
"0.108","0.107","0.920","15.1036","572.65","0.3692","0.2532"
"0.108","0.107","0.920","15.1036","572.65","0.3692","0.2532"
"0.108","0.108","1.070","15.0784","569.64","0.3679","0.2960"
"0.108","0.108","1.070","15.0784","569.64","0.3679","0.2960"
"0.108","0.108","0.920","15.1304","567.57","0.3653","0.2519"
"0.108","0.108","0.920","15.1304","567.57","0.3653","0.2519"
"0.108","0.109","0.880","15.1236","567.05","0.3652","0.2411"
"0.108","0.109","0.880","15.1236","567.05","0.3652","0.2411"
"0.111","0.109","0.830","15.1128","564.54","0.3638","0.2342"
"0.111","0.109","0.830","15.1128","564.54","0.3638","0.2342"
"0.110","0.110","0.860","15.1472","562.60","0.3617","0.2389"
"0.110","0.110","0.860","15.1472","562.60","0.3617","0.2389"
"0.109","0.111","0.800","15.1872","556.35","0.3568","0.2185"
"0.109","0.111","0.800","15.1872","556.35","0.3568","0.2185"
"0.113","0.112","0.720","15.1792","553.41","0.3551","0.2043"
"0.113","0.112","0.720","15.1792","553.41","0.3551","0.2043"
"0.112","0.112","0.650","15.1284","548.51","0.3531","0.1846"
"0.112","0.112","0.650","15.1284","548.51","0.3531","0.1846"
"0.112","0.112","0.720","15.1388","546.35","0.3515","0.2039"
"0.112","0.112","0.720","15.1388","546.35","0.3515","0.2039"
"0.112","0.113","0.680","15.1624","544.47","0.3497","0.1919"
"0.112","0.113","0.680","15.1624","544.47","0.3497","0.1919"
"0.115","0.114","0.620","15.1512","542.49","0.3487","0.1799"
"0.115","0.114","0.620","15.1512","542.49","0.3487","0.1799"
"0.113","0.115","0.630","15.1260","533.65","0.3436","0.1806"
"0.113","0.115","0.630","15.1260","533.65","0.3436","0.1806"
"0.116","0.115","0.500","15.1272","525.06","0.3380","0.1471"
"0.116","0.115","0.500","15.1272","525.06","0.3380","0.1471"
"0.115","0.115","0.470","15.1440","522.33","0.3359","0.1367"
"0.115","0.115","0.470","15.1440","522.33","0.3359","0.1367"
"0.118","0.116","0.440","15.1000","519.46","0.3350","0.1323"
"0.118","0.116","0.440","15.1000","519.46","0.3350","0.1323"
"0.116","0.117","0.430","15.1432","514.64","0.3310","0.1261"
"0.116","0.117","0.430","15.1432","514.64","0.3310","0.1261"
"0.119","0.118","0.310","15.1596","513.08","0.3296","0.0930"
"0.119","0.118","0.310","15.1596","513.08","0.3296","0.0930"
"0.118","0.118","0.350","15.1492","511.32","0.3287","0.1043"
"0.118","0.118","0.350","15.1492","511.32","0.3287","0.1043"
"0.117","0.119","0.340","15.1900","509.19","0.3265","0.0997"
"0.117","0.119","0.340","15.1900","509.19","0.3265","0.0997"
"0.120","0.119","0.280","15.1540","502.37","0.3229","0.0847"
"0.120","0.119","0.280","15.1540","502.37","0.3229","0.0847"
"0.118","0.119","0.250","15.1508","499.05","0.3208","0.0745"
"0.118","0.119","0.250","15.1508","499.05","0.3208","0.0745"
"0.121","0.120","0.230","15.1940","497.22","0.3187","0.0696"
"0.121","0.120","0.230","15.1940","497.22","0.3187","0.0696"
"0.118","0.121","0.200","15.1688","492.08","0.3159","0.0594"
"0.118","0.121","0.200","15.1688","492.08","0.3159","0.0594"
"0.120","0.122","0.160","15.1744","492.08","0.3158","0.0482"
"0.120","0.122","0.160","15.1744","492.08","0.3158","0.0482"
"0.119","0.122","0.140","15.1756","487.02","0.3125","0.0419"
"0.119","0.122","0.140","15.1756","487.02","0.3125","0.0419"
"0.118","0.123","0.110","15.2092","483.72","0.3097","0.0324"
"0.118","0.123","0.110","15.2092","483.72","0.3097","0.0324"
